string	data_package	source_type	annotator	string_type
Ansonia hanitschi	170	pdf	annotator_1	scientific name
Ansonia leptopus	170	pdf	annotator_1	scientific name
Ansonia longidigita	170	pdf	annotator_1	scientific name
Ansonia malayana	170	pdf	annotator_1	scientific name
Ansonia minuta	170	pdf	annotator_1	scientific name
Ansonia muelleri	170	pdf	annotator_1	scientific name
Ansonia ornata	170	pdf	annotator_1	scientific name
Ansonia platysoma	170	pdf	annotator_1	scientific name
Ansonia spinulifer	170	pdf	annotator_1	scientific name
Anura	170	pdf	annotator_1	scientific name
Aparasphenodon	170	pdf	annotator_1	scientific name
Aparasphenodon brunoi	170	pdf	annotator_1	scientific name
Aphantophryne	170	pdf	annotator_1	scientific name
Aphantophryne pansa	170	pdf	annotator_1	scientific name
Aplastodiscus	170	pdf	annotator_1	scientific name
Aplastodiscus albofrenatus	170	pdf	annotator_1	scientific name
Aplastodiscus albosignatus	170	pdf	annotator_1	scientific name
Aplastodiscus arildae	170	pdf	annotator_1	scientific name
Aplastodiscus cavicola	170	pdf	annotator_1	scientific name
Aplastodiscus cochranae	170	pdf	annotator_1	scientific name
Aplastodiscus eugenioi	170	pdf	annotator_1	scientific name
Aplastodiscus leucopygius	170	pdf	annotator_1	scientific name
Aplastodiscus perviridis	170	pdf	annotator_1	scientific name
Aplastodiscus weygoldti	170	pdf	annotator_1	scientific name
Apoda	170	pdf	annotator_1	scientific name
Arcovomer	170	pdf	annotator_1	scientific name
Arenophryne	170	pdf	annotator_1	scientific name
Argenteohyla	170	pdf	annotator_1	scientific name
Argenteohyla siemersi	170	pdf	annotator_1	scientific name
Arlequinus	170	pdf	annotator_1	scientific name
Aromobates	170	pdf	annotator_1	scientific name
Aromobates nocturnus	170	pdf	annotator_1	scientific name
Aromobates saltuensis	170	pdf	annotator_1	scientific name
Arthroleptella	170	pdf	annotator_1	scientific name
Arthroleptella bicolor	170	pdf	annotator_1	scientific name
Arthroleptella drewesii	170	pdf	annotator_1	scientific name
Arthroleptella landdrosia	170	pdf	annotator_1	scientific name
Arthroleptella lightfooti	170	pdf	annotator_1	scientific name
Arthroleptella subvoce	170	pdf	annotator_1	scientific name
Arthroleptella villiersi	170	pdf	annotator_1	scientific name
Arthroleptidae	170	pdf	annotator_1	scientific name
Arthroleptis adelphus	170	pdf	annotator_1	scientific name
Arthroleptis affinis	170	pdf	annotator_1	scientific name
Arthroleptis aureoli	170	pdf	annotator_1	scientific name
Arthroleptis francei	170	pdf	annotator_1	scientific name
Arthroleptis nikeae	170	pdf	annotator_1	scientific name
Arthroleptis poecilonotus	170	pdf	annotator_1	scientific name
Arthroleptis reichei	170	pdf	annotator_1	scientific name
Arthroleptis schubotzi	170	pdf	annotator_1	scientific name
Arthroleptis stenodactylus	170	pdf	annotator_1	scientific name
Arthroleptis sylvaticus	170	pdf	annotator_1	scientific name
Arthroleptis taeniatus	170	pdf	annotator_1	scientific name
Arthroleptis tanneri	170	pdf	annotator_1	scientific name
Arthroleptis variabilis	170	pdf	annotator_1	scientific name
Arthroleptis wahlbergii	170	pdf	annotator_1	scientific name
Arthroleptis xenodactyloides	170	pdf	annotator_1	scientific name
Arthroleptis xenodactylus	170	pdf	annotator_1	scientific name
Ascaphidae	170	pdf	annotator_1	scientific name
Ascaphus	170	pdf	annotator_1	scientific name
Ascaphus montanus	170	pdf	annotator_1	scientific name
Ascaphus truei	170	pdf	annotator_1	scientific name
Assa	170	pdf	annotator_1	scientific name
Assa darlingtoni	170	pdf	annotator_1	scientific name
Asterophrys	170	pdf	annotator_1	scientific name
Asterophrys turpicola	170	pdf	annotator_1	scientific name
Astylosterninae	170	pdf	annotator_1	scientific name
Astylosternus	170	pdf	annotator_1	scientific name
Astylosternus batesi	170	pdf	annotator_1	scientific name
Astylosternus schioetzi	170	pdf	annotator_1	scientific name
Atelognathus	170	pdf	annotator_1	scientific name
Atelognathus jeinimenensis	170	pdf	annotator_1	scientific name
Atelognathus patagonicus	170	pdf	annotator_1	scientific name
Atelopus	170	pdf	annotator_1	scientific name
Atelopus bomolochos	170	pdf	annotator_1	scientific name
Atelopus chiriquiensis	170	pdf	annotator_1	scientific name
Atelopus flavescens	170	pdf	annotator_1	scientific name
Atelopus franciscus	170	pdf	annotator_1	scientific name
Atelopus halihelos	170	pdf	annotator_1	scientific name
Atelopus ignescens	170	pdf	annotator_1	scientific name
Atelopus longirostris	170	pdf	annotator_1	scientific name
Atelopus peruensis	170	pdf	annotator_1	scientific name
Atelopus pulcher	170	pdf	annotator_1	scientific name
Atelopus seminiferus	170	pdf	annotator_1	scientific name
Atelopus senex	170	pdf	annotator_1	scientific name
Atelopus spumarius	170	pdf	annotator_1	scientific name
Atelopus spurrelli	170	pdf	annotator_1	scientific name
Atelopus varius	170	pdf	annotator_1	scientific name
Atelopus zeteki	170	pdf	annotator_1	scientific name
Atopophrynus	170	pdf	annotator_1	scientific name
Atretochoana	170	pdf	annotator_1	scientific name
Aubria	170	pdf	annotator_1	scientific name
Aubria subsigillata	170	pdf	annotator_1	scientific name
Austrochaperina	170	pdf	annotator_1	scientific name
Austrochaperina derongo	170	pdf	annotator_1	scientific name
Balebreviceps	170	pdf	annotator_1	scientific name
Barbourula busuangensis	170	pdf	annotator_1	scientific name
Barbourula kalimantanensis	170	pdf	annotator_1	scientific name
Barycholos	170	pdf	annotator_1	scientific name
Barycholos pulcher	170	pdf	annotator_1	scientific name
Barycholos ternetzi	170	pdf	annotator_1	scientific name
Barygenys	170	pdf	annotator_1	scientific name
Barygenys exsul	170	pdf	annotator_1	scientific name
Barygenys flavigularis	170	pdf	annotator_1	scientific name
Batrachophrynus	170	pdf	annotator_1	scientific name
Batrachoseps	170	pdf	annotator_1	scientific name
Batrachoseps attenuatus	170	pdf	annotator_1	scientific name
Batrachoseps campi	170	pdf	annotator_1	scientific name
Batrachoseps diabolicus	170	pdf	annotator_1	scientific name
Batrachoseps gabrieli	170	pdf	annotator_1	scientific name
Batrachoseps gavilanensis	170	pdf	annotator_1	scientific name
Batrachoseps gregarius	170	pdf	annotator_1	scientific name
Batrachoseps kawia	170	pdf	annotator_1	scientific name
Batrachoseps major	170	pdf	annotator_1	scientific name
Batrachoseps nigriventris	170	pdf	annotator_1	scientific name
Batrachoseps pacificus	170	pdf	annotator_1	scientific name
Batrachoseps regius	170	pdf	annotator_1	scientific name
Batrachoseps relictus	170	pdf	annotator_1	scientific name
Batrachoseps simatus	170	pdf	annotator_1	scientific name
Batrachoseps wrighti	170	pdf	annotator_1	scientific name
Batrachuperus	170	pdf	annotator_1	scientific name
Batrachuperus karlschmidti	170	pdf	annotator_1	scientific name
Batrachuperus londongensis	170	pdf	annotator_1	scientific name
Batrachuperus pinchonii	170	pdf	annotator_1	scientific name
Batrachuperus tibetanus	170	pdf	annotator_1	scientific name
Batrachuperus yenyuanensis	170	pdf	annotator_1	scientific name
Batrachyla	170	pdf	annotator_1	scientific name
Batrachyla antartandica	170	pdf	annotator_1	scientific name
Batrachyla leptopus	170	pdf	annotator_1	scientific name
Batrachyla nibaldoi	170	pdf	annotator_1	scientific name
Batrachyla taeniata	170	pdf	annotator_1	scientific name
Batrachylidae	170	pdf	annotator_1	scientific name
Batrachylinae	170	pdf	annotator_1	scientific name
Batrachylodes	170	pdf	annotator_1	scientific name
Batrachylodes vertebralis	170	pdf	annotator_1	scientific name
Blommersia	170	pdf	annotator_1	scientific name
Blommersia blommersae	170	pdf	annotator_1	scientific name
Blommersia domerguei	170	pdf	annotator_1	scientific name
Blommersia grandisonae	170	pdf	annotator_1	scientific name
Blommersia kely	170	pdf	annotator_1	scientific name
Blommersia sarotra	170	pdf	annotator_1	scientific name
Blommersia wittei	170	pdf	annotator_1	scientific name
Bokermannohyla	170	pdf	annotator_1	scientific name
Bokermannohyla astartea	170	pdf	annotator_1	scientific name
Bokermannohyla circumdata	170	pdf	annotator_1	scientific name
Bokermannohyla hylax	170	pdf	annotator_1	scientific name
Bokermannohyla martinsi	170	pdf	annotator_1	scientific name
Bolitoglossa	170	pdf	annotator_1	scientific name
Bolitoglossa adspersa	170	pdf	annotator_1	scientific name
Bolitoglossa altamazonica	170	pdf	annotator_1	scientific name
Bolitoglossa alvaradoi	170	pdf	annotator_1	scientific name
Bolitoglossa biseriata	170	pdf	annotator_1	scientific name
Bolitoglossa carri	170	pdf	annotator_1	scientific name
Bolitoglossa celaque	170	pdf	annotator_1	scientific name
Bolitoglossa cerroensis	170	pdf	annotator_1	scientific name
Bolitoglossa colonnea	170	pdf	annotator_1	scientific name
Bolitoglossa conanti	170	pdf	annotator_1	scientific name
Bolitoglossa decora	170	pdf	annotator_1	scientific name
Bolitoglossa diaphora	170	pdf	annotator_1	scientific name
Bolitoglossa dofleini	170	pdf	annotator_1	scientific name
Bolitoglossa dunni	170	pdf	annotator_1	scientific name
Bolitoglossa engelhardti	170	pdf	annotator_1	scientific name
Bolitoglossa epimela	170	pdf	annotator_1	scientific name
Bolitoglossa equatoriana	170	pdf	annotator_1	scientific name
Bolitoglossa flavimembris	170	pdf	annotator_1	scientific name
Bolitoglossa flaviventris	170	pdf	annotator_1	scientific name
Bolitoglossa franklini	170	pdf	annotator_1	scientific name
Bolitoglossa gracilis	170	pdf	annotator_1	scientific name
Bolitoglossa hartwegi	170	pdf	annotator_1	scientific name
Bolitoglossa helmrichi	170	pdf	annotator_1	scientific name
Bolitoglossa hermosa	170	pdf	annotator_1	scientific name
Bolitoglossa lignicolor	170	pdf	annotator_1	scientific name
Bolitoglossa lincolni	170	pdf	annotator_1	scientific name
Bolitoglossa longissima	170	pdf	annotator_1	scientific name
Bolitoglossa macrinii	170	pdf	annotator_1	scientific name
Bolitoglossa medemi	170	pdf	annotator_1	scientific name
Bolitoglossa mexicana	170	pdf	annotator_1	scientific name
Bolitoglossa minutula	170	pdf	annotator_1	scientific name
Bolitoglossa mombachoensis	170	pdf	annotator_1	scientific name
Bolitoglossa morio	170	pdf	annotator_1	scientific name
Bolitoglossa oaxacensis	170	pdf	annotator_1	scientific name
Bolitoglossa occidentalis	170	pdf	annotator_1	scientific name
Bolitoglossa odonnelli	170	pdf	annotator_1	scientific name
Bolitoglossa palmata	170	pdf	annotator_1	scientific name
Bolitoglossa paraensis	170	pdf	annotator_1	scientific name
Bolitoglossa peruviana	170	pdf	annotator_1	scientific name
Bolitoglossa pesrubra	170	pdf	annotator_1	scientific name
Bolitoglossa platydactyla	170	pdf	annotator_1	scientific name
Bolitoglossa porrasorum	170	pdf	annotator_1	scientific name
Bolitoglossa riletti	170	pdf	annotator_1	scientific name
Bolitoglossa robusta	170	pdf	annotator_1	scientific name
Bolitoglossa rostrata	170	pdf	annotator_1	scientific name
Bolitoglossa rufescens	170	pdf	annotator_1	scientific name
Bolitoglossa schizodactyla	170	pdf	annotator_1	scientific name
Bolitoglossa sima	170	pdf	annotator_1	scientific name
Bolitoglossa sooyorum	170	pdf	annotator_1	scientific name
Bolitoglossa striatula	170	pdf	annotator_1	scientific name
Bolitoglossa subpalmata	170	pdf	annotator_1	scientific name
Bolitoglossa synoria	170	pdf	annotator_1	scientific name
Bolitoglossa yucatana	170	pdf	annotator_1	scientific name
Bolitoglossa zapoteca	170	pdf	annotator_1	scientific name
Bombina	170	pdf	annotator_1	scientific name
Bombina bombina	170	pdf	annotator_1	scientific name
Bombina fortinuptialis	170	pdf	annotator_1	scientific name
Bombina lichuanensis	170	pdf	annotator_1	scientific name
Bombina maxima	170	pdf	annotator_1	scientific name
Bombina microdeladigitora	170	pdf	annotator_1	scientific name
Bombina orientalis	170	pdf	annotator_1	scientific name
Bombina pachypus	170	pdf	annotator_1	scientific name
Bombina variegata	170	pdf	annotator_1	scientific name
Bombinatoridae	170	pdf	annotator_1	scientific name
Boophinae	170	pdf	annotator_1	scientific name
Boophis	170	pdf	annotator_1	scientific name
Boophis albilabris	170	pdf	annotator_1	scientific name
Boophis boehmei	170	pdf	annotator_1	scientific name
Boophis doulioti	170	pdf	annotator_1	scientific name
Boophis goudotii	170	pdf	annotator_1	scientific name
Boophis luteus	170	pdf	annotator_1	scientific name
Boophis madagascariensis	170	pdf	annotator_1	scientific name
Boophis marojezensis	170	pdf	annotator_1	scientific name
Boophis microtympanum	170	pdf	annotator_1	scientific name
Boophis occidentalis	170	pdf	annotator_1	scientific name
Boophis pauliani	170	pdf	annotator_1	scientific name
Boophis rappiodes	170	pdf	annotator_1	scientific name
Boophis sibilans	170	pdf	annotator_1	scientific name
Boophis tephraeomystax	170	pdf	annotator_1	scientific name
Boophis viridis	170	pdf	annotator_1	scientific name
Boophis vittatus	170	pdf	annotator_1	scientific name
Boophis xerophilus	170	pdf	annotator_1	scientific name
Boulengerula	170	pdf	annotator_1	scientific name
Boulengerula boulengeri	170	pdf	annotator_1	scientific name
Boulengerula taitana	170	pdf	annotator_1	scientific name
Boulengerula uluguruensis	170	pdf	annotator_1	scientific name
Brachycephalidae	170	pdf	annotator_1	scientific name
Brachycephalus	170	pdf	annotator_1	scientific name
Brachycephalus ephippium	170	pdf	annotator_1	scientific name
Brachytarsophrys	170	pdf	annotator_1	scientific name
Brachytarsophrys feae	170	pdf	annotator_1	scientific name
Brachytarsophrys platyparietus	170	pdf	annotator_1	scientific name
Bradytriton	170	pdf	annotator_1	scientific name
Bradytriton silus	170	pdf	annotator_1	scientific name
Brasilotyphlus	170	pdf	annotator_1	scientific name
Breviceps	170	pdf	annotator_1	scientific name
Breviceps fichus	170	pdf	annotator_1	scientific name
Breviceps fuscus	170	pdf	annotator_1	scientific name
Bromeliohyla	170	pdf	annotator_1	scientific name
Bromeliohyla bromeliacia	170	pdf	annotator_1	scientific name
Buergeria	170	pdf	annotator_1	scientific name
Buergeria buergeri	170	pdf	annotator_1	scientific name
Buergeria japonica	170	pdf	annotator_1	scientific name
Buergeria robusta	170	pdf	annotator_1	scientific name
Buergeriinae	170	pdf	annotator_1	scientific name
Bufo	170	pdf	annotator_1	scientific name
Bufo achavali	170	pdf	annotator_1	scientific name
Bufo alvarius	170	pdf	annotator_1	scientific name
Bufo amatolicus	170	pdf	annotator_1	scientific name
Bufo amboroensis	170	pdf	annotator_1	scientific name
Bufo americanus	170	pdf	annotator_1	scientific name
Bufo angusticeps	170	pdf	annotator_1	scientific name
Bufo arenarum	170	pdf	annotator_1	scientific name
Bufo arequipensis	170	pdf	annotator_1	scientific name
Bufo arunco	170	pdf	annotator_1	scientific name
Bufo asper	170	pdf	annotator_1	scientific name
Bufo aspinius	170	pdf	annotator_1	scientific name
Bufo atacamensis	170	pdf	annotator_1	scientific name
Bufo atukoralei	170	pdf	annotator_1	scientific name
Bufo balearicus	170	pdf	annotator_1	scientific name
Bufo bankorensis	170	pdf	annotator_1	scientific name
Bufo baxteri	170	pdf	annotator_1	scientific name
Bufo beebei	170	pdf	annotator_1	scientific name
Bufo biporcatus	170	pdf	annotator_1	scientific name
Bufo bocourti	170	pdf	annotator_1	scientific name
Bufo boreas	170	pdf	annotator_1	scientific name
Bufo boulengeri	170	pdf	annotator_1	scientific name
Bufo brauni	170	pdf	annotator_1	scientific name
Bufo brevirostris	170	pdf	annotator_1	scientific name
Bufo brongersmai	170	pdf	annotator_1	scientific name
Bufo bufo	170	pdf	annotator_1	scientific name
Bufo calamita	170	pdf	annotator_1	scientific name
Bufo californicus	170	pdf	annotator_1	scientific name
Bufo camerunensis	170	pdf	annotator_1	scientific name
Bufo campbelli	170	pdf	annotator_1	scientific name
Bufo canaliferus	170	pdf	annotator_1	scientific name
Bufo canorus	170	pdf	annotator_1	scientific name
Bufo castaneoticus	170	pdf	annotator_1	scientific name
Bufo celebensis	170	pdf	annotator_1	scientific name
Bufo chavin	170	pdf	annotator_1	scientific name
Bufo coccifer	170	pdf	annotator_1	scientific name
Bufo cognatus	170	pdf	annotator_1	scientific name
Bufo coniferus	170	pdf	annotator_1	scientific name
Bufo cophotis	170	pdf	annotator_1	scientific name
Bufo crocus	170	pdf	annotator_1	scientific name
Bufo crucifer	170	pdf	annotator_1	scientific name
Bufo cryptotympanicus	170	pdf	annotator_1	scientific name
Bufo cycladen	170	pdf	annotator_1	scientific name
Bufo damaranus	170	pdf	annotator_1	scientific name
Bufo dapsilis	170	pdf	annotator_1	scientific name
Bufo debilis	170	pdf	annotator_1	scientific name
Bufo dhufarensis	170	pdf	annotator_1	scientific name
Bufo divergens	170	pdf	annotator_1	scientific name
Bufo dombensis	170	pdf	annotator_1	scientific name
Bufo empusus	170	pdf	annotator_1	scientific name
Bufo exsul	170	pdf	annotator_1	scientific name
Bufo fastidiosus	170	pdf	annotator_1	scientific name
Bufo fenoulheti	170	pdf	annotator_1	scientific name
Bufo fowleri	170	pdf	annotator_1	scientific name
Bufo fustiger	170	pdf	annotator_1	scientific name
Bufo galeatus	170	pdf	annotator_1	scientific name
Bufo gargarizans	170	pdf	annotator_1	scientific name
Bufo gariepensis	170	pdf	annotator_1	scientific name
Bufo garmani	170	pdf	annotator_1	scientific name
Bufo glaberrimus	170	pdf	annotator_1	scientific name
